-6.0e0 -6.0e0 8.9e2 8.9e2
-5.58621e0 -6.0e0 7.500087e2 7.500087e2
-5.17242e0 -6.0e0 6.6289229e2 6.6289229e2
-4.75863e0 -6.0e0 6.1950482e2 6.1950482e2
-4.3448401e0 -6.0e0 6.1140266e2 6.1140266e2
-3.9310501e0 -6.0e0 6.3084517e2 6.3084517e2
-3.5172601e0 -6.0e0 6.7079662e2 6.7079662e2
-3.1034702e0 -6.0e0 7.2492462e2 7.2492462e2
-2.6896802e0 -6.0e0 7.8760013e2 7.8760013e2
-2.2758902e0 -6.0e0 8.5389801e2 8.5389801e2
-1.8621002e0 -6.0e0 9.1959595e2 9.1959595e2
-1.4483102e0 -6.0e0 9.8117722e2 9.8117722e2
-1.0345203e0 -6.0e0 1.03582565e3 1.03582565e3
-6.207303e-1 -6.0e0 1.08143143e3 1.08143143e3
-2.069403e-1 -6.0e0 1.116586e3 1.116586e3
2.068497e-1 -6.0e0 1.14058716e3 1.14058716e3
6.206396e-1 -6.0e0 1.15343384e3 1.15343384e3
1.0344296e0 -6.0e0 1.15583038e3 1.15583038e3
1.4482196e0 -6.0e0 1.14918396e3 1.14918396e3
1.8620096e0 -6.0e0 1.13560364e3 1.13560364e3
2.2757996e0 -6.0e0 1.11790573e3 1.11790573e3
2.6895895e0 -6.0e0 1.0996066e3 1.0996066e3
3.1033795e0 -6.0e0 1.08493e3 1.08493e3
3.5171695e0 -6.0e0 1.0787978e3 1.0787978e3
3.9309595e0 -6.0e0 1.0868431e3 1.0868431e3
4.34475e0 -6.0e0 1.1153954e3 1.1153954e3
4.758539e0 -6.0e0 1.1714905e3 1.1714905e3
5.17233e0 -6.0e0 1.2628697e3 1.2628697e3
5.586119e0 -6.0e0 1.3979733e3 1.3979733e3
5.99991e0 -6.0e0 1.5859528e3 1.5859528e3

-6.0e0 -5.58621e0 7.0834442e2 7.0834442e2
-5.58621e0 -5.58621e0 5.6041809e2 5.6041809e2
-5.17242e0 -5.58621e0 4.6564972e2 4.6564972e2
-4.75863e0 -5.58621e0 4.148938e2 4.148938e2
-4.3448401e0 -5.58621e0 3.997066e2 3.997066e2
-3.9310501e0 -5.58621e0 4.1234735e2 4.1234735e2
-3.5172601e0 -5.58621e0 4.4578072e2 4.4578072e2
-3.1034702e0 -5.58621e0 4.936739e2 4.936739e2
