-6.0e0 -6.0e0 8.9e2 8.9e2
-5.8788e0 -6.0e0 8.4295349e2 8.4295349e2
-5.7576001e0 -6.0e0 8.0103043e2 8.0103043e2
-5.6364001e0 -6.0e0 7.6398117e2 7.6398117e2
-5.5152002e0 -6.0e0 7.3156342e2 7.3156342e2
-5.3940002e0 -6.0e0 7.0353836e2 7.0353836e2
-5.2728003e0 -6.0e0 6.796724e2 6.796724e2
-5.1516003e0 -6.0e0 6.597386e2 6.597386e2
-5.0304004e0 -6.0e0 6.4351382e2 6.4351382e2
-4.9092004e0 -6.0e0 6.3078038e2 6.3078038e2
-4.7880005e0 -6.0e0 6.213261e2 6.213261e2
-4.6668005e0 -6.0e0 6.14944e2 6.14944e2
-4.5456006e0 -6.0e0 6.1143187e2 6.1143187e2
-4.4244006e0 -6.0e0 6.1059267e2 6.1059267e2
-4.3032007e0 -6.0e0 6.1223444e2 6.1223444e2
-4.1820007e0 -6.0e0 6.1617201e2 6.1617201e2
-4.0608008e0 -6.0e0 6.2222334e2 6.2222334e2
-3.9396008e0 -6.0e0 6.302124e2 6.302124e2
-3.8184009e0 -6.0e0 6.399682e2 6.399682e2
-3.697201e0 -6.0e0 6.5132507e2 6.5132507e2
-3.576001e0 -6.0e0 6.6412234e2 6.6412234e2
-3.454801e0 -6.0e0 6.7820483e2 6.7820483e2
-3.333601e0 -6.0e0 6.9342183e2 6.9342183e2
-3.2124011e0 -6.0e0 7.0962898e2 7.0962898e2
-3.0912012e0 -6.0e0 7.2668604e2 7.2668604e2
-2.9700012e0 -6.0e0 7.4445844e2 7.4445844e2
-2.8488013e0 -6.0e0 7.628166e2 7.628166e2
-2.7276013e0 -6.0e0 7.8163618e2 7.8163618e2
-2.6064014e0 -6.0e0 8.007985e2 8.007985e2
-2.4852014e0 -6.0e0 8.2018875e2 8.2018875e2
-2.3640015e0 -6.0e0 8.3969894e2 8.3969894e2
-2.2428015e0 -6.0e0 8.5922516e2 8.5922516e2
-2.1216016e0 -6.0e0 8.7866882e2 8.7866882e2
-2.0004016e0 -6.0e0 8.9793686e2 8.9793686e2
-1.8792017e0 -6.0e0 9.1694107e2 9.1694107e2
-1.7580017e0 -6.0e0 9.3559875e2 9.3559875e2
-1.6368018e0 -6.0e0 9.5383255e2 9.5383255e2
-1.5156018e0 -6.0e0 9.7156937e2 9.7156937e2
-1.3944019e0 -6.0e0 9.8874115e2 9.8874115e2
-1.2732019e0 -6.0e0 1.00528717e3 1.00528717e3
-1.152002e0 -6.0e0 1.02115036e3 1.02115036e3
-1.030802e0 -6.0e0 1.03627808e3 1.03627808e3
-9.09602e-1 -6.0e0 1.05062378e3 1.05062378e3
-7.884021e-1 -6.0e0 1.06414658e3 1.06414658e3
-6.672021e-1 -6.0e0 1.07681e3 1.07681e3
-5.460022e-1 -6.0e0 1.08858246e3 1.08858246e3
-4.248022e-1 -6.0e0 1.09943893e3 1.09943893e3
-3.036023e-1 -6.0e0 1.1093576e3 1.1093576e3
-1.824023e-1 -6.0e0 1.11832336e3 1.11832336e3
-6.12024e-2 -6.0e0 1.12632675e3 1.12632675e3
5.99976e-2 -6.0e0 1.13336105e3 1.13336105e3
1.811975e-1 -6.0e0 1.13942703e3 1.13942703e3
3.023975e-1 -6.0e0 1.14452972e3 1.14452972e3
4.235974e-1 -6.0e0 1.1486792e3 1.1486792e3
5.447974e-1 -6.0e0 1.15189209e3 1.15189209e3
6.659973e-1 -6.0e0 1.15418732e3 1.15418732e3
7.871973e-1 -6.0e0 1.1555925e3 1.1555925e3
9.083972e-1 -6.0e0 1.15613724e3 1.15613724e3
1.0295972e0 -6.0e0 1.1558583e3 1.1558583e3
1.1507971e0 -6.0e0 1.15479767e3 1.15479767e3
1.271997e0 -6.0e0 1.15300064e3 1.15300064e3
1.393197e0 -6.0e0 1.15051956e3 1.15051956e3
1.514397e0 -6.0e0 1.14741302e3 1.14741302e3
1.635597e0 -6.0e0 1.14373962e3 1.14373962e3
1.7567969e0 -6.0e0 1.13957016e3 1.13957016e3
1.8779968e0 -6.0e0 1.13497559e3 1.13497559e3
1.9991968e0 -6.0e0 1.13003311e3 1.13003311e3
2.1203967e0 -6.0e0 1.12482697e3 1.12482697e3
2.2415967e0 -6.0e0 1.11944336e3 1.11944336e3
2.3627966e0 -6.0e0 1.1139769e3 1.1139769e3
2.4839966e0 -6.0e0 1.10852554e3 1.10852554e3
2.6051965e0 -6.0e0 1.1031926e3 1.1031926e3
2.7263965e0 -6.0e0 1.0980872e3 1.0980872e3
2.8475964e0 -6.0e0 1.0933232e3 1.0933232e3
2.9687964e0 -6.0e0 1.0890178e3 1.0890178e3
3.0899963e0 -6.0e0 1.0852994e3 1.0852994e3
3.2111963e0 -6.0e0 1.0822932e3 1.0822932e3
3.3323962e0 -6.0e0 1.0801369e3 1.0801369e3
3.4535962e0 -6.0e0 1.0789684e3 1.0789684e3
3.5747961e0 -6.0e0 1.078933e3 1.078933e3
3.6959961e0 -6.0e0 1.0801807e3 1.0801807e3
3.817196e0 -6.0e0 1.0828685e3 1.0828685e3
3.938396e0 -6.0e0 1.0871552e3 1.0871552e3
